Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,4695,1,35,0.75,4660,4700,4635,98362,459437945,302903488575,64516185,KSQ
121440,KR7121440002,골프존홀딩스,KOSDAQ,우량기업부,7050,2,-810,-10.31,8000,8000,6850,190273,1409907150,301999566900,42836818,KSQ
084110,KR7084110006,휴온스글로벌,KOSDAQ,우량기업부,23800,1,150,0.63,24150,24200,23500,36503,868496950,301303525600,12659812,KSQ
039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,19430,1,330,1.73,19250,19650,19050,65293,1263254870,301301923210,15507047,KSQ
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,15780,1,200,1.28,15720,16000,15550,40915,645416385,298242000000,18900000,KSQ
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,14410,1,330,2.34,14080,14580,14080,31349,450828235,297905221460,20673506,KSQ
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,21800,1,250,1.16,21450,22000,21300,12350,268240350,297131841800,13629901,KSQ
117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,13150,1,520,4.12,12900,13380,12880,104966,1381437880,296638265450,22558043,KSQ
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,7910,1,10,0.13,7890,8000,7850,20262,160583950,296184183610,37444271,KSQ
101930,KR7101930006,인화정공,KOSDAQ,우량기업부,6440,1,40,0.63,6330,6510,6330,6136,39462390,294273681240,45694671,KSQ
377450,KR7377450002,리파인,KOSDAQ,우량기업부,16960,1,200,1.19,16810,17080,16710,311798,5276955555,293916800000,17330000,KSQ
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,17150,2,-10,-0.06,17120,17390,16990,6841,117263230,293431012000,17109680,KSQ
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,13180,1,120,0.92,13070,13230,13040,18315,240851460,290389971140,22032623,KSQ
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,25850,1,650,2.58,25300,25950,25100,20460,524199900,290293690500,11229930,KSQ
452430,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,35000,1,4150,13.45,31650,35250,30900,113891,3840496800,288939735000,8255421,KSQ
330860,KR7330860008,네패스아크,KOSDAQ,중견기업부,23650,3,0,0.0,23900,24500,23400,76216,1816012125,288152664250,12184045,KSQ
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,10390,1,20,0.19,10450,10590,10360,35371,370085250,286290569260,27554434,KSQ
078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,18760,1,380,2.07,18600,19010,18490,72793,1366474105,285984606320,15244382,KSQ
168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,12740,1,370,2.99,12400,13100,12400,35588,453781950,285281176180,22392557,KSQ
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,18830,1,370,2.0,18530,18870,18530,27207,508211860,283406959430,15050821,KSQ
448280,KR7448280008,에코아이,KOSDAQ,중견기업부,9560,1,120,1.27,9530,9590,9250,9917,93739320,283273593240,29631129,KSQ
472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,4915,2,-35,-0.71,4970,5040,4890,24948,123425905,282964669580,57571652,KSQ
136480,KR7136480001,하림,KOSDAQ,우량기업부,2650,1,10,0.38,2640,2665,2635,118714,314728843,281455710300,106209702,KSQ
051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,23700,1,100,0.42,23750,23750,23400,3476,82075775,281356588200,11871586,KSQ
054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,23250,2,-300,-1.27,23450,23800,23150,12484,291740200,281089989000,12089892,KSQ
484590,KR7484590005,삼양컴텍,KOSDAQ,벤처기업부,6810,1,290,4.45,6580,7190,6530,331567,2274104375,280643164500,41210450,KSQ
376270,KR7376270005,HEM파마,KOSDAQ,기술성장기업부,38800,1,650,1.7,39250,39900,38150,4458,171629150,280102903600,7219147,KSQ
042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,19630,1,300,1.55,19350,19970,18710,107785,2097431400,279950634210,14261367,KSQ
049070,KR7049070006,인탑스,KOSDAQ,우량기업부,17730,1,430,2.49,17530,17980,17310,34802,617633110,279110979000,15742300,KSQ
482630,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,12660,1,460,3.77,12340,12870,12100,117973,1484104970,277105624800,21888280,KSQ
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,20650,1,150,0.73,20750,21250,20550,117320,2441980725,275227722350,13328219,KSQ
287840,KR7287840003,인투셀,KOSDAQ,기술성장기업부,18260,1,660,3.75,18380,18380,17420,21580,386026435,274300989600,15021960,KSQ
043150,KR7043150002,바텍,KOSDAQ,우량기업부,18450,2,-400,-2.12,18880,18880,18360,48363,895889100,274061023200,14854256,KSQ
200470,KR7200470003,에이팩트,KOSDAQ,중견기업부,6240,2,-140,-2.19,6370,6520,6190,613661,3881397815,273458989440,43823556,KSQ
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,8910,1,120,1.37,8860,8990,8750,84837,753584795,273218226930,30664223,KSQ
488900,KR7488900002,비츠로넥스텍,KOSDAQ,기술성장기업부,9350,1,350,3.89,9010,9350,9010,36197,333729415,270929742050,28976443,KSQ
061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,3865,1,35,0.91,3855,3960,3820,307273,1192031563,270870818190,70083006,KSQ
091700,KR7091700005,파트론,KOSDAQ,우량기업부,5390,1,50,0.94,5350,5420,5350,43091,232013975,269500000000,50000000,KSQ
064550,KR7064550007,바이오니아,KOSDAQ,중견기업부,10390,1,150,1.46,10410,10920,10130,851902,8909937710,268168923490,25810291,KSQ
045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3795,1,105,2.85,3750,3860,3690,1450739,5475712740,267446465715,70473377,KSQ
098070,KR7098070006,한텍,KOSDAQ,중견기업부,24000,1,350,1.48,23500,24000,23350,37628,892126100,266907384000,11121141,KSQ
151860,KR7151860004,KG에코솔루션,KOSDAQ,우량기업부,5590,2,-60,-1.06,5660,5700,5570,25368,142595135,266100781180,47603002,KSQ
228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,10660,1,150,1.43,10480,10710,10400,64146,676211510,264999093320,24859202,KSQ
424870,KR7424870004,이뮨온시아,KOSDAQ,기술성장기업부,2890,1,85,3.03,2835,2985,2800,104974,302227108,263965401010,91337509,KSQ
138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,21300,1,900,4.41,20500,21500,20300,108686,2273286950,263646245400,12377758,KSQ
267980,KR7267980001,매일유업,KOSDAQ,우량기업부,34350,1,100,0.29,34250,34400,34150,1164,39912700,263245965300,7663638,KSQ
439090,KR7439090002,마녀공장,KOSDAQ,우량기업부,16010,1,220,1.39,15920,16140,15800,59400,948434700,262456092600,16393260,KSQ
461300,KR7461300006,아이스크림미디어,KOSDAQ,벤처기업부,19540,1,190,0.98,19350,19640,19300,22613,441175450,260545050820,13333933,KSQ
099440,KR7099440000,스맥,KOSDAQ,중견기업부,3800,2,-5,-0.13,3785,3910,3770,257030,988366859,259324897200,68243394,KSQ
047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,7870,1,230,3.01,7700,8010,7650,216559,1698937690,258130931720,32799356,KSQ
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,10890,1,480,4.61,10650,10990,10450,164558,1778132300,257847343380,23677442,KSQ
389650,KR7389650003,넥스트바이오메디컬,KOSDAQ,기술성장기업부,31050,2,-50,-0.16,31100,31800,30600,29493,913555500,257009730300,8277286,KSQ
123330,KR7123330003,제닉,KOSDAQ,우량기업부,31900,2,-1500,-4.49,33600,34950,31100,501927,16445741475,254200892000,7968680,KSQ
160980,KR7160980009,싸이맥스,KOSDAQ,우량기업부,23250,1,500,2.2,23000,24000,22750,135052,3144185375,253988649750,10924243,KSQ
243070,KR7243070000,휴온스,KOSDAQ,우량기업부,21150,1,200,0.95,21150,21350,20950,29658,627797675,253369914750,11979665,KSQ
200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,8750,2,-50,-0.57,8810,9120,8740,108518,957493790,251786132500,28775558,KSQ
378340,KR7378340004,필에너지,KOSDAQ,중견기업부,11630,1,460,4.12,11220,11780,11220,43870,508107860,251718347660,21643882,KSQ
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,37750,1,3150,9.1,35500,39100,35450,125453,4711647350,251546068000,6663472,KSQ
481070,KR7481070001,에이유브랜즈,KOSDAQ,중견기업부,17360,2,-390,-2.2,17750,18320,16600,24912,427073900,248773140000,14330250,KSQ
108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,9190,1,300,3.37,8970,9240,8970,195748,1791601865,247346920100,26914790,KSQ
023410,KR7023410004,유진기업,KOSDAQ,중견기업부,3190,1,15,0.47,3185,3220,3140,174879,556746045,246621652970,77310863,KSQ
317330,KR7317330009,덕산테코피아,KOSDAQ,중견기업부,11910,2,-310,-2.54,12110,12260,11410,113441,1354415920,243876115440,20476584,KSQ
011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,24150,1,300,1.26,24000,24800,23500,23343,562437575,243549658800,10084872,KSQ
462860,KR7462860008,더즌,KOSDAQ,벤처기업부,3375,1,10,0.3,3700,3745,3275,4382110,15437614884,242178265125,71756523,KSQ
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,15020,1,450,3.09,15030,15100,14360,11411,170303930,240155335740,15989037,KSQ
094480,KR7094480001,갤럭시아머니트리,KOSDAQ,우량기업부,6120,1,600,10.87,5900,6480,5890,3282594,20388297235,240086608560,39229838,KSQ
086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,11330,2,-220,-1.9,11580,11720,11150,201073,2294906800,239449647580,21134126,KSQ
068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,8630,2,-40,-0.46,8650,8700,8500,15532,134030880,238838201460,27675342,KSQ
100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,26350,1,150,0.57,26300,26950,26150,8365,221436300,236396679850,8971411,KSQ
071200,KR7071200000,인피니트헬스케어,KOSDAQ,중견기업부,9680,1,270,2.87,9500,9940,9500,47402,464027960,236157713440,24396458,KSQ
304360,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,19040,1,360,1.93,19170,19280,18770,13068,247454210,235812837120,12385128,KSQ
389260,KR7389260001,대명에너지,KOSDAQ,우량기업부,13150,1,480,3.79,12750,13150,12750,54075,703379840,235599673750,17916325,KSQ
484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,21500,1,550,2.63,20400,21650,19900,122694,2569413630,235584573000,10957422,KSQ
043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,11180,1,50,0.45,11200,11250,10920,18345,202963050,234780000000,21000000,KSQ
298830,KR7298830001,슈어소프트테크,KOSDAQ,우량기업부,4380,1,210,5.04,4260,4400,4240,180664,782929313,234148225620,53458499,KSQ
094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,10950,1,700,6.83,10400,11140,10280,101036,1085606750,233840250300,21355274,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4760,1,60,1.28,4705,4760,4655,29539,139202120,233331111160,49019141,KSQ
144510,KR7144510005,지씨셀,KOSDAQ,중견기업부,14760,3,0,0.0,14690,15000,14140,43194,622445690,233213077440,15800344,KSQ
065710,KR7065710006,서호전기,KOSDAQ,우량기업부,45250,1,850,1.91,44400,45250,44400,3741,168671825,233037500000,5150000,KSQ
0008Z0,KR70008Z0005,에스엔시스,KOSDAQ,벤처기업부,24600,2,-450,-1.8,25050,25050,24400,15222,374101225,232139474400,9436564,KSQ
064820,KR7064820004,케이프,KOSDAQ,우량기업부,7520,1,110,1.48,7460,7630,7460,40320,304747910,232068816800,30860215,KSQ
216080,KR7216080002,제테마,KOSDAQ,벤처기업부,6200,2,-220,-3.43,6420,6590,6090,153855,969324295,231180013800,37287099,KSQ
215000,KR7215000001,골프존,KOSDAQ,우량기업부,36800,1,100,0.27,37300,37300,36350,11055,405315600,230935272000,6275415,KSQ
114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,8810,1,240,2.8,8610,8830,8480,91026,787631795,230143964780,26123038,KSQ
416180,KR7416180008,신성에스티,KOSDAQ,벤처기업부,25400,1,1150,4.74,24800,25500,24250,12678,319804625,229610361200,9039778,KSQ
180400,KR7180400004,DXVX,KOSDAQ,관리종목(소속부없음),2325,1,40,1.75,2330,2390,2255,21916,50655885,228848429400,98429432,KSQ
0001A0,KR70001A0001,덕양에너젠,KOSDAQ,중견기업부,8910,1,120,1.37,8810,9130,8790,25911,230562615,226928451420,25468962,KSQ
024840,KR7024840001,KBI메탈,KOSDAQ,중견기업부,5230,1,140,2.75,5160,5280,5080,920031,4770740160,226413164280,43291236,KSQ
073490,KR7073490005,LIG아큐버,KOSDAQ,우량기업부,29600,1,1050,3.68,29050,29700,28650,24128,705769400,225073841600,7603846,KSQ
023760,KR7023760002,한국캐피탈,KOSDAQ,우량기업부,1421,1,13,0.92,1408,1426,1407,58791,83437910,224240603748,157804788,KSQ
237880,KR7237880000,클리오,KOSDAQ,우량기업부,12370,2,-140,-1.12,12560,12650,12280,78881,978518305,223542636610,18071353,KSQ
365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,10050,1,400,4.15,9700,10350,9700,76488,773770080,222677769600,22156992,KSQ
199430,KR7199430000,케이엔알시스템,KOSDAQ,기술성장기업부,19850,1,2750,16.08,18100,20100,17860,660414,12575501715,222261303550,11197043,KSQ
019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,4600,1,25,0.55,4545,4605,4445,118868,541118572,221720000000,48200000,KSQ
053030,KR7053030003,바이넥스,KOSDAQ,중견기업부,6780,1,80,1.19,6730,6920,6590,64374,435587820,221598794640,32684188,KSQ
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,8410,1,130,1.57,8430,8520,8280,67773,569674195,221574317300,26346530,KSQ
061090,KR7061090007,세나테크놀로지,KOSDAQ,벤처기업부,40400,1,2150,5.62,38750,41050,38350,25090,999076350,220889020000,5467550,KSQ
254490,KR7254490006,미래반도체,KOSDAQ,우량기업부,15280,1,480,3.24,14910,15410,14910,31162,473783495,220612640000,14438000,KSQ
445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,20150,1,420,2.13,19960,20300,19840,10051,202262860,220152008700,10925658,KSQ
493280,KR7493280002,아이엠바이오로직스,KOSDAQ,기술성장기업부,14720,1,400,2.79,14380,14780,14300,39654,577690115,218394001280,14836549,KSQ
290690,KR7290690007,아리바이오홀딩스,KOSDAQ,중견기업부,4120,1,50,1.23,4070,4145,4030,176993,721818910,218192839240,52959427,KSQ
065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,23600,1,50,0.21,24000,24000,23200,15299,360217050,218075115600,9240471,KSQ
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,5640,3,0,0.0,5690,5820,5590,169387,959318550,217468445400,38558235,KSQ
950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),4450,1,50,1.14,4400,4455,4400,3024,13398260,217040361750,48773115,KSQ
456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,14870,1,220,1.5,14780,15170,14640,112112,1671222085,215649944500,14502350,KSQ
067390,KR7067390005,아스트,KOSDAQ,중견기업부,5090,2,-170,-3.23,5240,5270,5050,64654,331058470,214369203130,42115757,KSQ
0011T0,KR70011T0008,채비,KOSDAQ,기술성장기업부,4555,1,160,3.64,4425,4750,4425,139448,645125566,213855387005,46949591,KSQ
206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,9760,2,-50,-0.51,9890,9890,9630,36317,353431755,213821308960,21907921,KSQ
005710,KR7005710009,대원산업,KOSDAQ,우량기업부,10650,1,230,2.21,10710,10710,10410,3682,38889320,213400440000,20037600,KSQ
217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,2265,1,85,3.9,2195,2295,2180,226227,507959905,213032647485,94054149,KSQ
484810,KR7484810007,티엑스알로보틱스,KOSDAQ,벤처기업부,13760,1,880,6.83,13580,15070,13410,1305479,18734450145,212604590400,15450915,KSQ
241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,7990,1,240,3.1,7850,8070,7850,83509,664601055,212534000000,26600000,KSQ
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,8110,1,240,3.05,7920,8150,7920,82125,661389770,212482202750,26200025,KSQ
095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,6850,1,50,0.74,6840,6930,6775,52657,360108805,212418493150,31009999,KSQ
046970,KR7046970000,우리로,KOSDAQ,벤처기업부,4840,1,120,2.54,4720,4845,4600,521597,2482549656,212112995160,43824999,KSQ
125020,KR7125020008,티씨머티리얼즈,KOSDAQ,중견기업부,6040,1,240,4.14,5910,6100,5790,422607,2521286440,211632842000,35038550,KSQ
475400,KR7475400008,씨메스로보틱스,KOSDAQ,기술성장기업부,17920,1,980,5.79,17110,18100,17110,38758,687742750,211579540480,11806894,KSQ
052710,KR7052710001,아모텍,KOSDAQ,중견기업부,11290,1,860,8.25,10540,11810,10400,514650,5808492805,210906232000,18680800,KSQ
307180,KR7307180000,아이엘,KOSDAQ,벤처기업부,5700,1,200,3.64,5600,5800,5560,231047,1312863650,210419353200,36915676,KSQ
014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,4610,2,-10,-0.22,4630,4660,4575,51072,236274286,210094577210,45573661,KSQ
052330,KR7052330008,코텍,KOSDAQ,우량기업부,11800,2,-60,-0.51,11880,11880,11770,7310,86563530,209586750200,17761589,KSQ
353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,6320,1,30,0.48,6330,6340,6230,48182,302618070,209077734400,33081920,KSQ
099430,KR7099430001,바이오플러스,KOSDAQ,우량기업부,3370,1,70,2.12,3350,3405,3310,108843,365620580,207729233140,61640722,KSQ
0082N0,KR70082N0008,카나프테라퓨틱스,KOSDAQ,기술성장기업부,15600,2,-560,-3.47,16980,16980,15400,25004,394325975,207489048000,13300580,KSQ
446540,KR7446540007,메가터치,KOSDAQ,중견기업부,7110,1,340,5.02,6880,7240,6840,126672,894594375,206752479210,29079111,KSQ
314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,6940,2,-100,-1.42,6920,7030,6670,42834,291531430,206562874820,29764103,KSQ
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,32300,1,5400,20.07,26950,33600,26950,293806,9414108300,206441606300,6391381,KSQ
036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,3900,1,60,1.56,3840,4000,3660,269793,1021752801,206028240600,52827754,KSQ
203650,KR7203650007,드림시큐리티,KOSDAQ,중견기업부,2025,1,53,2.69,1981,2065,1981,603306,1223614659,205951580100,101704484,KSQ
053300,KR7053300000,한국정보인증,KOSDAQ,우량기업부,5030,1,70,1.41,4990,5160,4990,116203,590207660,204173212880,40591096,KSQ
067080,KR7067080002,대화제약,KOSDAQ,중견기업부,10960,1,360,3.4,10580,11460,10500,151157,1656618090,204038484000,18616650,KSQ
049430,KR7049430002,코메론,KOSDAQ,우량기업부,22450,1,1350,6.4,20950,22800,20650,107690,2378676925,203127600000,9048000,KSQ
318060,KR7318060001,그래피,KOSDAQ,기술성장기업부,18150,1,1080,6.33,17000,18220,16980,41439,734458780,203047262550,11187177,KSQ
018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,13790,1,50,0.36,13730,13790,13630,2337,32012140,202713000000,14700000,KSQ
058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,16130,1,830,5.42,15510,16130,15330,31548,500315680,199411867220,12362794,KSQ
085910,KR7085910008,네오티스,KOSDAQ,중견기업부,14430,2,-370,-2.5,14800,15110,14000,190912,2722605855,199059223740,13794818,KSQ
066620,KR7066620006,국보디자인,KOSDAQ,우량기업부,26500,1,650,2.51,26250,27000,26000,2524,66439800,198750000000,7500000,KSQ
036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,33100,2,-700,-2.07,33800,33800,33050,6566,218175025,198600000000,6000000,KSQ
084850,KR7084850007,아이티엠반도체,KOSDAQ,중견기업부,8690,1,50,0.58,8710,8780,8520,16302,141177550,197114696460,22682934,KSQ
064850,KR7064850001,에프앤가이드,KOSDAQ,벤처기업부,17230,1,1690,10.88,15840,17390,15810,43181,723187800,196600020360,11410332,KSQ
013120,KR7013120001,동원개발,KOSDAQ,우량기업부,2165,2,-35,-1.59,2215,2220,2165,43453,94777295,196599536500,90808100,KSQ
452280,KR7452280001,한선엔지니어링,KOSDAQ,우량기업부,10180,1,490,5.06,9810,10280,9760,251892,2540434825,195941280600,19247670,KSQ
272110,KR7272110008,케이엔제이,KOSDAQ,우량기업부,24400,1,550,2.31,24000,25000,23850,56265,1379662100,195819638000,8025395,KSQ
190510,KR7190510008,나무가,KOSDAQ,우량기업부,13880,1,680,5.15,13240,13900,13200,43466,593801135,195504199960,14085317,KSQ
462350,KR7462350000,이노스페이스,KOSDAQ,기술성장기업부,5770,1,190,3.41,5530,5840,5530,114901,660406070,195496670440,33881572,KSQ
214180,KR7214180002,헥토이노베이션,KOSDAQ,우량기업부,15030,1,790,5.55,14540,15180,14530,130821,1955628030,195290306010,12993367,KSQ
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,14850,1,290,1.99,14700,15050,14600,64725,960879190,194395454550,13090603,KSQ
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,23850,2,-50,-0.21,23800,24000,23600,5912,140634050,194193449550,8142283,KSQ
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,15390,1,310,2.06,15140,15460,14830,83679,1278848960,193819428450,12593855,KSQ
034810,KR7034810002,해성산업,KOSDAQ,중견기업부,6130,1,80,1.32,6020,6130,6020,8463,51519905,193586331760,31580152,KSQ
450950,KR7450950001,아스테라시스,KOSDAQ,벤처기업부,5130,1,30,0.59,5010,5190,5010,9196,46946810,193029546960,37627592,KSQ
194480,KR7194480000,데브시스터즈,KOSDAQ,중견기업부,15860,1,460,2.99,15420,16030,15250,98003,1542399080,193002719000,12169150,KSQ
419530,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,18900,1,180,0.96,18790,19230,18770,22064,419468455,192918669300,10207337,KSQ
012210,KR7012210001,삼미금속,KOSDAQ,중견기업부,8350,1,10,0.12,8670,8670,8260,107092,898902910,192480684650,23051579,KSQ
459510,KR7459510004,나우로보틱스,KOSDAQ,기술성장기업부,14760,1,1130,8.29,14960,15110,14450,149187,2202146935,191560918320,12978382,KSQ
036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,12150,3,0,0.0,12150,12280,12140,1679,20438380,191362500000,15750000,KSQ
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,10470,2,-180,-1.69,10650,10730,10410,113125,1191290830,191128258560,18254848,KSQ
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,2150,1,55,2.63,2095,2170,2095,102006,218253075,190447234350,88580109,KSQ
192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,30400,1,700,2.36,29700,30450,29700,3675,110356750,188977435200,6216363,KSQ
082800,KR7082800004,비보존 제약,KOSDAQ,중견기업부,3100,1,150,5.08,2955,3100,2915,269499,804094046,188230964600,60719666,KSQ
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,9280,1,80,0.87,9250,9420,9180,71037,658879610,187651715200,20221090,KSQ
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,2960,2,-5,-0.17,2970,2985,2930,11259,33213260,185790021040,62766899,KSQ
234690,KR7234690006,녹십자웰빙,KOSDAQ,우량기업부,10340,2,-410,-3.81,11000,11070,10220,1748802,18630270085,185740418600,17963290,KSQ
403850,KR7403850001,더핑크퐁컴퍼니,KOSDAQ,중견기업부,12920,2,-160,-1.22,12970,13400,12710,137263,1784901860,185415049200,14351010,KSQ
204610,KR7204610000,티쓰리,KOSDAQ,벤처기업부,3300,1,65,2.01,3255,3330,3220,119272,393356493,183896526000,55726220,KSQ
425040,KR7425040003,티이엠씨,KOSDAQ,우량기업부,8380,1,180,2.2,8210,8470,8130,117386,977239205,183713885240,21922898,KSQ
388050,KR7388050007,지투파워,KOSDAQ,우량기업부,9800,1,160,1.66,9780,9920,9470,485314,4700931380,183352482600,18709437,KSQ
464080,KR7464080001,에스오에스랩,KOSDAQ,기술성장기업부,10160,1,790,8.43,9790,10210,9650,123306,1225158030,183017861040,18013569,KSQ
067290,KR7067290007,JW신약,KOSDAQ,중견기업부,3265,2,-165,-4.81,3440,3445,3095,23530709,76006180798,182961141295,56037103,KSQ
032940,KR7032940009,원익,KOSDAQ,우량기업부,10050,1,1470,17.13,8760,11060,8590,14615793,145085201900,182841469050,18193181,KSQ
220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,8130,1,270,3.44,7770,8270,7770,56496,454366620,182334924600,22427420,KSQ
256840,KR7256840000,한국비엔씨,KOSDAQ,우량기업부,2660,1,40,1.53,2625,2715,2580,504920,1335481442,181930396760,68394886,KSQ
143240,KR7143240000,사람인,KOSDAQ,우량기업부,16940,2,-60,-0.35,17000,17090,16750,10702,181212385,181812463140,10732731,KSQ
417030,KR7417030004,니어스랩,KOSDAQ,기술성장기업부,31450,1,4350,16.05,27150,32450,26800,740832,22387562600,181704136200,5777556,KSQ
293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,6460,2,-160,-2.42,6620,6750,6450,15917,104422205,181483396300,28093405,KSQ
176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,6350,1,160,2.58,6210,6660,6120,54909,349744875,180903372000,28488720,KSQ
270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,14210,1,760,5.65,13770,14390,13770,66651,940230450,180333184430,12690583,KSQ
314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,3435,1,85,2.54,3400,3500,3350,117771,403395300,179648524875,52299425,KSQ
357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,32900,3,0,0.0,32900,33050,32250,2002,65346450,179469500000,5455000,KSQ
078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,1876,1,56,3.08,1840,1925,1817,650481,1213892430,178073293048,94921798,KSQ
222040,KR7222040008,코스맥스엔비티,KOSDAQ,중견기업부,8580,1,330,4.0,8200,8640,7990,227544,1894208025,176988240000,20628000,KSQ
372170,KR7372170001,윤성에프앤씨,KOSDAQ,우량기업부,22150,1,1450,7.0,22200,22600,21750,39124,867392775,176735913200,7979048,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,6970,1,260,3.87,6750,6980,6750,65801,451237950,176279733700,25291210,KSQ
134580,KR7134580000,탑코미디어,KOSDAQ,중견기업부,3560,1,220,6.59,3280,3665,3200,679223,2360031491,175487170440,49294149,KSQ
126730,KR7126730001,코칩,KOSDAQ,벤처기업부,20000,1,240,1.21,19980,21150,19850,238779,4876693420,175402520000,8770126,KSQ
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,18290,1,840,4.81,17510,18400,17430,90799,1629824190,174986520570,9567333,KSQ
092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,14490,1,50,0.35,14500,14510,14360,3942,57040875,174511764000,12043600,KSQ
143160,KR7143160000,아이디스,KOSDAQ,우량기업부,16100,2,-20,-0.12,16130,16250,15800,2821,45357270,172533879000,10716390,KSQ
138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,15160,1,60,0.4,15090,15240,14850,57342,861661180,172335741880,11367793,KSQ
